TIME;IOITSecure447 > R Ph Voltage;IOITSecure447 > Y Ph Voltage;IOITSecure447 > B Ph Voltage;IOITSecure447 > Average Phase Voltage;IOITSecure447 > RY Line Voltage;IOITSecure447 > YB Line Voltage;IOITSecure447 > BR Line Voltage;IOITSecure447 > R Phase Line current ;IOITSecure447 > Y Phase Line current ;IOITSecure447 > B Phase Line current ;IOITSecure447 > Neutral Line current  ;IOITSecure447 > R Phase Active Current;IOITSecure447 > Y Phase Active Current;IOITSecure447 > B Phase Active Current;IOITSecure447 > R Phase Reactive Current;IOITSecure447 > Y Phase Reactive Current;IOITSecure447 > B Phase Reactive Current;IOITSecure447 > Power factor (Q1);IOITSecure447 > Power factor (Q2);IOITSecure447 > Power factor (Q3);IOITSecure447 > Avg power factor;IOITSecure447 > R- Phase Active Power;IOITSecure447 > Y- Phase Active Power;IOITSecure447 > B- Phase Active Power;IOITSecure447 > 3 Phase Active Power;IOITSecure447 > R- Phase Reactive Power;IOITSecure447 > Y- Phase Reactive Power;IOITSecure447 > B- Phase Reactive Power;IOITSecure447 > 3 Phase Reactive Power;IOITSecure447 > R- Phase Apparent Power;IOITSecure447 > Y- Phase Apparent Power;IOITSecure447 > B- Phase Apparent Power;IOITSecure447 > 3 Phase Apparent  Power;IOITSecure447 > R-Ph Voltage THD;IOITSecure447 > Y-Ph Voltage THD;IOITSecure447 > B-Ph Voltage THD;IOITSecure447 > R-Ph Current THD;IOITSecure447 > Y-Ph Current THD;IOITSecure447 > B-Ph Current THD
24/12/2023 09:48:10;238.33;240.34;238.26;238.87;413.21;414.23;413.52;19.61;14.10;22.49;12.62;19.02;14.11;22.51;5.23;-1.12;0.73;0.96;-1.00;1.00;1.00;4.44;3.35;5.30;13.11;1.28;-0.27;0.13;1.12;4.70;3.42;5.38;13.30;3.64;4.31;3.63;86.28;82.13;56.87
24/12/2023 09:48:20;238.33;240.34;238.26;238.87;413.21;414.23;413.52;19.61;14.10;22.49;12.62;19.02;14.11;22.51;5.23;-1.12;0.73;0.96;-1.00;1.00;1.00;4.43;3.34;5.19;12.98;1.26;-0.25;0.05;1.02;4.66;3.38;5.15;13.11;3.64;4.32;3.66;83.46;80.38;57.15
24/12/2023 09:48:30;238.01;240.02;238.40;238.81;413.03;414.10;413.70;19.64;14.15;21.45;11.85;18.95;14.14;22.60;5.20;-1.08;0.66;0.96;-1.00;1.00;1.00;4.44;3.34;5.19;12.98;1.26;-0.25;0.05;1.02;4.66;3.38;5.15;13.11;3.64;4.32;3.66;83.46;80.38;57.15
24/12/2023 09:48:40;238.01;240.02;238.40;238.81;413.03;414.10;413.70;19.64;14.15;21.45;11.85;18.95;14.14;22.60;5.20;-1.08;0.66;0.96;-1.00;1.00;1.00;4.44;3.34;5.32;13.11;1.26;-0.26;0.16;1.15;4.68;3.41;5.34;13.28;3.56;4.33;3.65;84.26;82.39;69.96
24/12/2023 09:48:50;238.21;240.17;238.24;238.83;413.10;413.94;413.58;19.64;14.12;22.31;12.51;18.97;14.08;22.29;5.25;-1.05;0.62;0.96;-1.00;1.00;1.00;4.45;3.34;5.26;12.96;1.26;-0.26;0.14;1.15;4.68;3.41;5.34;13.28;3.56;4.33;3.65;84.26;82.39;69.96
24/12/2023 09:49:00;238.21;240.17;238.24;238.83;413.10;413.94;413.58;19.64;14.12;22.31;12.51;18.97;14.08;22.29;5.25;-1.05;0.62;0.96;-1.00;1.00;1.00;4.45;3.34;5.26;12.96;1.26;-0.26;0.14;1.04;4.65;3.41;5.07;13.01;3.70;4.30;3.66;85.04;82.00;60.57
24/12/2023 09:49:10;238.20;239.68;237.86;238.52;412.80;413.43;413.13;18.05;14.19;21.28;10.23;17.70;14.13;21.28;3.64;-1.11;0.57;0.98;-1.00;1.00;1.00;4.15;3.32;5.20;12.70;0.91;-0.26;0.14;0.78;4.33;3.40;5.27;12.93;3.70;4.30;3.66;85.04;82.00;60.57
24/12/2023 09:49:20;238.20;239.68;237.86;238.52;412.80;413.43;413.13;18.05;14.19;21.28;10.23;17.70;14.13;21.28;3.64;-1.11;0.57;0.98;-1.00;1.00;1.00;4.15;3.32;5.20;12.70;0.91;-0.26;0.14;0.78;4.33;3.40;5.27;12.93;3.66;4.35;3.62;95.40;81.38;58.13
24/12/2023 09:49:30;238.18;239.63;237.78;238.53;412.80;413.36;413.09;18.09;14.15;22.66;11.39;17.78;14.10;22.63;3.67;-1.10;0.71;0.98;-1.00;1.00;1.00;4.13;3.33;5.30;12.76;0.86;-0.26;0.15;0.76;4.33;3.38;5.13;12.76;3.61;4.33;3.64;94.07;81.38;58.13
24/12/2023 09:49:40;238.17;239.50;237.78;238.53;412.80;413.36;413.09;18.09;14.15;22.66;11.39;17.78;14.10;22.63;3.67;-1.10;0.71;0.98;-1.00;1.00;1.00;4.13;3.33;5.30;12.76;0.86;-0.26;0.15;0.76;4.33;3.38;5.13;12.76;3.61;4.33;3.64;94.07;82.42;67.93
24/12/2023 09:49:50;238.17;239.50;237.84;238.53;412.78;413.29;413.44;18.18;14.15;22.09;10.32;17.71;14.13;21.35;3.71;-1.10;0.25;0.98;-1.00;1.00;1.00;4.17;3.34;5.35;12.85;0.90;-0.27;0.16;0.78;4.31;3.41;5.40;13.04;3.60;4.34;3.67;96.48;81.94;55.35
24/12/2023 09:50:00;238.30;239.73;237.77;238.60;413.34;413.62;413.60;18.18;14.15;22.09;10.32;17.71;14.13;21.35;3.71;-1.10;0.25;0.98;-1.00;1.00;1.00;4.17;3.34;5.35;12.85;0.90;-0.27;0.16;0.78;4.31;3.41;5.40;13.04;3.60;4.34;3.67;96.48;81.94;55.35
24/12/2023 09:50:10;238.30;239.73;237.77;238.60;413.34;413.62;413.60;18.13;14.16;22.44;11.12;17.70;14.13;22.42;3.70;-1.13;0.65;0.98;-1.00;1.00;1.00;4.17;3.32;5.30;12.79;0.90;-0.27;0.14;0.77;4.31;3.39;5.37;13.00;3.62;4.31;3.60;91.79;82.26;59.74
24/12/2023 09:50:20;238.13;239.49;237.65;238.45;412.73;413.17;413.11;17.94;14.10;22.62;11.14;17.80;14.13;22.42;3.70;-1.13;0.65;0.98;-1.00;1.00;1.00;4.17;3.32;5.30;12.79;0.90;-0.27;0.14;0.77;4.31;3.39;5.37;13.00;3.62;4.31;3.60;91.79;82.26;59.74
24/12/2023 09:50:30;238.13;239.49;237.65;238.45;412.73;413.17;413.11;17.94;14.10;22.62;11.14;17.80;14.06;22.26;3.67;-1.11;0.16;0.98;-1.00;1.00;1.00;4.17;3.35;5.22;12.75;0.89;-0.26;0.14;0.76;4.29;3.38;5.36;12.96;3.73;4.30;3.62;95.01;81.85;57.07
24/12/2023 09:50:40;237.98;239.33;237.66;238.32;412.49;413.00;413.04;18.16;14.09;22.62;11.36;17.75;14.12;22.69;3.68;-1.09;0.75;0.98;-1.00;1.00;1.00;4.17;3.35;5.22;12.75;0.89;-0.26;0.14;0.76;4.29;3.38;5.36;12.96;3.73;4.30;3.62;95.01;81.85;57.07
24/12/2023 09:50:50;237.98;239.33;237.66;238.32;412.49;413.00;413.04;18.16;14.09;22.62;11.36;17.75;14.12;22.69;3.68;-1.09;0.75;0.98;-1.00;1.00;1.00;4.14;3.32;5.35;12.84;0.87;-0.27;0.17;0.79;4.35;3.38;5.34;12.96;3.62;4.43;3.67;95.86;82.14;57.29
24/12/2023 09:51:00;238.01;239.57;237.62;238.43;412.81;413.22;412.81;17.99;14.19;22.73;11.53;17.67;14.09;22.72;3.77;-1.14;0.51;0.98;-1.00;1.00;1.00;4.13;3.32;5.35;12.84;0.87;-0.27;0.17;0.79;4.35;3.38;5.34;12.96;3.62;4.43;3.67;95.86;82.14;57.29
24/12/2023 09:51:10;238.01;239.57;237.62;238.43;412.81;413.22;412.81;17.99;14.19;22.73;11.53;17.67;14.09;22.72;3.77;-1.14;0.51;0.98;-1.00;1.00;1.00;4.13;3.35;5.11;12.59;0.88;-0.27;0.04;0.66;4.28;3.40;5.21;12.81;3.64;4.35;3.65;95.94;82.01;57.71
24/12/2023 09:51:20;238.12;239.61;237.93;238.56;413.04;413.57;413.43;18.20;14.19;22.89;11.52;17.67;14.06;22.73;3.69;-1.09;0.53;0.98;-1.00;1.00;1.00;4.18;3.32;5.31;12.76;0.87;-0.27;0.04;0.66;4.28;3.40;5.21;12.81;3.64;4.35;3.65;95.94;82.01;57.71
24/12/2023 09:51:30;238.12;239.61;237.93;238.56;413.04;413.57;413.43;18.20;14.19;22.89;11.52;17.67;14.06;22.73;3.69;-1.09;0.53;0.98;-1.00;1.00;1.00;4.18;3.32;5.31;12.76;0.87;-0.27;0.13;0.76;4.33;3.39;5.39;13.02;3.62;4.35;3.69;91.87;82.06;58.24
24/12/2023 09:51:40;238.53;239.72;238.02;238.69;413.02;414.03;413.93;18.09;14.13;22.78;11.45;17.71;14.15;22.56;3.65;-1.12;0.73;0.98;-1.00;1.00;1.00;4.15;3.33;5.36;12.84;0.89;-0.28;0.11;0.65;4.32;3.39;5.17;13.02;3.62;4.35;3.69;91.87;82.06;58.24
24/12/2023 09:51:50;238.53;239.72;238.02;238.69;413.02;414.03;413.93;18.09;14.13;22.78;11.45;17.71;14.15;22.56;3.65;-1.12;0.73;0.98;-1.00;1.00;1.00;4.15;3.33;5.36;12.84;0.89;-0.28;0.11;0.65;4.32;3.39;5.17;12.80;3.70;4.35;3.66;91.82;81.64;56.78
24/12/2023 09:52:00;238.81;240.14;238.53;239.20;413.83;414.57;414.49;18.12;14.12;21.67;10.72;17.69;14.06;21.65;3.67;-1.13;0.69;0.98;-1.00;1.00;1.00;4.15;3.34;5.39;12.88;0.88;-0.27;0.16;0.77;4.31;3.39;5.36;12.99;3.66;4.18;3.65;94.10;81.64;56.78
24/12/2023 09:52:10;238.63;240.14;238.53;239.20;413.83;414.57;414.49;18.12;14.12;21.67;10.72;17.69;14.06;21.65;3.67;-1.13;0.69;0.98;-1.00;1.00;1.00;4.15;3.34;5.39;12.88;0.88;-0.27;0.16;0.77;4.31;3.39;5.36;12.99;3.66;4.18;3.65;94.10;82.59;56.72
24/12/2023 09:52:20;238.63;240.00;238.56;239.06;413.34;414.42;414.25;17.98;14.10;22.26;11.01;17.67;14.12;22.39;3.70;-1.08;0.58;0.98;-1.00;1.00;1.00;4.14;3.33;5.34;12.84;0.89;-0.26;0.13;0.69;4.31;3.40;5.29;12.81;3.66;4.36;3.66;96.66;81.41;58.76
24/12/2023 09:52:30;238.49;239.92;238.39;238.95;413.30;414.23;413.88;17.98;14.10;22.26;11.01;17.67;14.12;22.39;3.70;-1.08;0.58;0.98;-1.00;1.00;1.00;4.14;3.33;5.34;12.84;0.89;-0.26;0.13;0.69;4.31;3.40;5.29;12.81;3.66;4.36;3.66;96.66;81.41;58.76
24/12/2023 09:52:40;238.49;239.92;238.39;238.95;413.30;414.23;413.88;18.19;14.15;21.94;10.59;17.66;14.12;21.66;3.66;-1.12;0.17;0.98;-1.00;1.00;1.00;4.13;3.32;5.36;12.83;0.87;-0.27;0.12;0.73;4.30;3.38;5.40;12.99;3.67;4.33;3.67;91.93;82.61;56.11
24/12/2023 09:52:50;238.11;239.54;237.95;238.54;412.62;413.56;413.41;18.07;14.12;22.74;11.43;17.79;14.12;21.66;3.66;-1.12;0.17;0.98;-1.00;1.00;1.00;4.13;3.32;5.36;12.83;0.87;-0.27;0.12;0.73;4.30;3.38;5.40;12.99;3.67;4.33;3.67;91.93;82.61;56.11
24/12/2023 09:53:00;238.11;239.54;237.95;238.54;412.62;413.56;413.41;18.07;14.12;22.74;11.43;17.79;14.10;22.75;3.68;-1.14;0.65;0.98;-1.00;1.00;1.00;4.18;3.34;5.36;12.95;0.93;-0.26;0.15;0.93;4.46;3.42;5.39;13.16;3.61;4.33;3.66;88.29;81.67;59.00
24/12/2023 09:53:10;237.83;239.47;237.80;238.31;412.18;413.40;413.09;18.93;14.19;22.63;11.51;18.34;14.11;22.11;4.00;-1.12;0.65;0.98;-1.00;1.00;1.00;4.18;3.34;5.36;12.95;0.93;-0.26;0.15;0.93;4.46;3.42;5.39;13.16;3.61;4.33;3.66;88.29;81.67;59.00
24/12/2023 09:53:20;237.83;239.47;237.80;238.31;412.18;413.40;413.09;18.93;14.19;22.63;11.51;18.34;14.11;22.11;4.00;-1.12;0.32;0.98;-1.00;1.00;1.00;4.32;3.32;5.07;12.71;0.96;-0.26;0.09;0.79;4.50;3.38;5.40;13.20;3.62;4.33;3.66;89.89;81.83;56.81
24/12/2023 09:53:30;238.18;239.91;238.55;238.88;413.06;414.27;413.82;18.78;14.08;22.66;11.75;18.42;14.12;22.71;4.00;-1.13;0.53;0.98;-1.00;1.00;1.00;4.29;3.35;5.07;12.71;0.96;-0.26;0.09;0.79;4.50;3.38;5.40;13.20;3.62;4.33;3.66;89.89;81.83;56.81
24/12/2023 09:53:40;238.18;239.91;238.55;238.88;413.06;414.27;413.82;18.78;14.08;22.66;11.75;18.42;14.12;22.71;4.00;-1.13;0.53;0.98;-1.00;1.00;1.00;4.29;3.35;5.31;12.96;0.94;-0.27;0.13;0.84;4.49;3.41;5.39;13.19;3.59;4.31;3.64;92.17;81.98;62.58
24/12/2023 09:53:50;238.23;240.19;238.46;238.96;413.33;414.43;414.04;19.90;14.17;22.70;12.07;19.27;14.15;22.80;4.54;-1.06;0.79;0.97;-1.00;1.00;1.00;4.54;3.33;5.16;13.03;1.08;-0.26;0.13;0.84;4.49;3.41;5.39;13.19;3.59;4.31;3.64;92.17;81.98;62.58
24/12/2023 09:54:00;238.23;240.19;238.46;238.96;413.33;414.43;414.04;19.90;14.17;22.70;12.07;19.27;14.15;22.80;4.54;-1.06;0.79;0.97;-1.00;1.00;1.00;4.54;3.33;5.16;13.03;1.08;-0.26;0.06;0.88;4.74;3.39;5.34;13.35;3.70;4.35;3.69;84.27;81.74;55.89
24/12/2023 09:54:10;238.32;240.37;238.84;239.18;413.74;415.05;414.44;19.90;14.15;22.30;11.92;19.39;14.10;22.90;4.52;-1.09;0.65;0.97;-1.00;1.00;1.00;4.51;3.35;5.43;13.30;1.09;-0.27;0.17;0.97;4.73;3.40;5.50;13.35;3.70;4.35;3.69;84.27;81.74;55.89
24/12/2023 09:54:20;238.32;240.37;238.84;239.18;413.74;415.05;414.44;19.90;14.15;22.30;11.92;19.39;14.10;22.90;4.52;-1.09;0.65;0.97;-1.00;1.00;1.00;4.51;3.35;5.43;13.30;1.09;-0.27;0.17;0.97;4.73;3.40;5.50;13.52;3.71;4.30;3.68;84.88;82.25;57.28
24/12/2023 09:54:30;238.90;240.74;239.13;239.60;414.35;415.68;415.18;19.86;14.13;22.81;12.19;19.42;14.10;22.88;4.51;-1.09;0.60;0.97;-1.00;1.00;1.00;4.52;3.34;5.40;13.27;1.09;-0.28;0.08;0.84;4.75;3.40;5.25;13.28;3.67;4.28;3.69;85.33;82.25;57.28
24/12/2023 09:54:40;238.92;240.54;239.13;239.60;414.35;415.68;415.18;19.86;14.13;22.81;12.19;19.42;14.10;22.88;4.51;-1.09;0.60;0.97;-1.00;1.00;1.00;4.52;3.34;5.40;13.27;1.09;-0.28;0.08;0.84;4.75;3.40;5.25;13.28;3.67;4.28;3.69;85.33;83.14;56.57
24/12/2023 09:54:50;238.92;240.54;239.55;239.73;414.30;415.85;415.57;19.83;15.51;21.92;10.58;19.32;15.41;22.84;4.52;-0.12;0.54;0.97;-1.00;1.00;1.00;4.57;3.67;5.44;13.67;1.08;-0.03;0.14;1.19;4.73;3.73;5.47;13.85;3.69;4.37;3.70;85.03;76.79;57.51
24/12/2023 09:55:00;238.79;240.40;239.14;239.44;414.08;415.38;415.57;19.83;15.51;21.92;10.58;19.32;15.41;22.84;4.52;-0.12;0.54;0.97;-1.00;1.00;1.00;4.57;3.67;5.44;13.67;1.08;-0.03;0.14;1.19;4.73;3.73;5.47;13.85;3.69;4.37;3.70;85.03;76.79;57.51
24/12/2023 09:55:10;238.79;240.40;239.14;239.44;414.08;415.38;414.97;19.82;15.48;23.04;10.53;19.27;15.44;23.03;4.47;-0.34;0.67;0.97;-1.00;1.00;1.00;4.54;3.66;5.42;13.64;1.07;-0.06;0.08;1.07;4.73;3.70;5.23;13.58;3.63;4.49;3.70;86.54;76.39;56.90
24/12/2023 09:55:20;238.30;239.85;238.69;238.92;413.01;414.36;414.26;19.82;15.49;21.94;9.95;19.36;15.44;23.03;4.47;-0.34;0.67;0.97;-1.00;1.00;1.00;4.54;3.66;5.42;13.64;1.07;-0.06;0.08;1.07;4.73;3.70;5.23;13.58;3.63;4.49;3.70;86.54;76.39;56.90
24/12/2023 09:55:30;238.30;239.85;238.69;238.92;413.01;414.36;414.26;19.82;15.49;21.94;9.95;19.36;15.50;21.94;4.52;-0.31;0.22;0.97;-1.00;1.00;1.00;4.53;3.67;5.39;13.62;1.09;-0.07;0.16;1.15;4.73;3.72;5.48;13.84;3.60;4.27;3.59;85.31;75.82;57.49
24/12/2023 09:55:40;237.96;239.71;238.30;238.66;412.75;414.01;413.78;21.53;15.54;23.00;12.26;20.65;15.50;22.91;6.06;-0.37;0.56;0.97;-1.00;1.00;1.00;4.53;3.67;5.39;13.62;1.09;-0.07;0.16;1.15;4.73;3.72;5.48;13.84;3.60;4.27;3.59;85.31;75.82;57.49
24/12/2023 09:55:50;237.96;239.71;238.30;238.66;412.75;414.01;413.78;21.53;15.54;23.00;12.26;20.65;15.50;22.91;6.06;-0.37;0.56;0.96;-1.00;1.00;0.99;4.83;3.68;5.40;13.92;1.43;-0.08;0.14;1.51;5.13;3.73;5.47;14.21;3.70;4.33;3.68;78.15;76.56;59.93
24/12/2023 09:56:00;238.36;240.20;238.79;239.07;413.36;414.54;414.35;21.51;15.48;23.01;12.23;20.59;15.51;22.75;5.97;-0.37;0.16;0.96;-1.00;1.00;0.99;4.84;3.68;5.40;13.92;1.43;-0.08;0.14;1.51;5.13;3.73;5.47;14.21;3.70;4.33;3.68;78.15;76.56;59.93
24/12/2023 09:56:10;238.36;240.20;238.79;239.07;413.36;414.54;414.35;21.51;15.48;23.01;12.23;20.59;15.51;22.75;5.97;-0.37;0.16;0.96;-1.00;1.00;0.99;4.84;3.67;5.33;13.85;1.45;-0.08;0.13;1.48;5.11;3.73;5.48;14.20;3.65;4.35;3.69;80.57;76.27;56.30
24/12/2023 09:56:20;237.92;239.73;238.35;238.68;412.64;413.80;413.56;21.34;15.50;22.89;12.05;20.61;15.52;22.86;6.06;-0.36;0.75;0.96;-1.00;1.00;0.99;4.82;3.67;5.40;13.91;1.42;-0.08;0.13;1.48;5.11;3.73;5.48;14.20;3.65;4.35;3.69;80.57;76.27;56.30
24/12/2023 09:56:30;237.92;239.73;238.35;238.68;412.64;413.80;413.56;21.34;15.50;22.89;12.05;20.61;15.52;22.86;6.06;-0.36;0.75;0.96;-1.00;1.00;0.99;4.82;3.67;5.40;13.91;1.42;-0.08;0.17;1.52;5.09;3.72;5.49;14.16;3.63;4.31;3.67;79.55;75.97;57.23
24/12/2023 09:56:40;238.03;239.87;238.37;238.84;412.96;414.19;413.88;21.45;15.54;22.78;12.01;20.53;15.56;22.83;6.02;-0.41;0.55;0.96;-1.00;1.00;0.99;4.82;3.70;5.19;13.70;1.47;-0.08;0.04;1.38;5.07;3.73;5.37;14.07;3.63;4.31;3.67;79.55;75.97;57.23
24/12/2023 09:56:50;238.03;239.87;238.37;238.84;412.96;414.19;413.88;21.45;15.54;22.78;12.01;20.53;15.56;22.83;6.02;-0.41;0.55;0.96;-1.00;1.00;0.99;4.82;3.70;5.19;13.70;1.47;-0.08;0.04;1.38;5.07;3.73;5.37;14.07;3.67;4.37;3.69;78.09;77.04;56.12
24/12/2023 09:57:00;237.78;239.84;238.60;238.74;412.56;414.22;413.55;21.40;15.49;23.04;12.45;20.67;15.55;22.90;6.05;-0.35;0.55;0.96;-1.00;1.00;0.99;4.81;3.69;5.40;13.91;1.44;-0.08;0.14;1.51;5.12;3.73;5.41;14.09;3.65;4.40;3.72;77.60;77.04;56.12
24/12/2023 09:57:10;237.97;240.16;238.60;238.74;412.56;414.22;413.55;21.40;15.49;23.04;12.45;20.67;15.55;22.90;6.05;-0.35;0.55;0.96;-1.00;1.00;0.99;4.81;3.69;5.40;13.91;1.44;-0.08;0.14;1.51;5.12;3.73;5.41;14.09;3.65;4.40;3.72;77.60;75.92;56.81
24/12/2023 09:57:20;237.97;240.16;238.58;238.89;412.98;414.45;413.88;21.32;15.61;22.94;11.94;20.62;15.55;22.94;6.06;-0.34;0.74;0.96;-1.00;1.00;0.99;4.81;3.67;5.38;13.87;1.44;-0.08;0.05;1.40;5.10;3.73;5.19;13.88;3.64;4.37;3.72;80.70;76.11;57.11
24/12/2023 09:57:30;237.47;239.67;238.26;238.53;412.31;413.87;413.29;21.51;15.61;22.94;11.94;20.62;15.55;22.94;6.06;-0.34;0.74;0.96;-1.00;1.00;0.99;4.81;3.67;5.38;13.87;1.44;-0.08;0.05;1.40;5.10;3.73;5.19;13.88;3.64;4.37;3.72;80.70;76.11;57.11
24/12/2023 09:57:40;237.47;239.67;238.26;238.53;412.31;413.87;413.29;21.51;15.49;21.97;11.42;20.54;15.60;22.12;6.06;-0.37;0.23;0.96;-1.00;1.00;0.99;4.85;3.67;5.42;13.86;1.42;-0.09;0.16;1.50;5.10;3.71;5.46;14.16;3.68;4.34;3.63;81.40;75.60;57.69
24/12/2023 09:57:50;237.27;239.34;237.89;238.16;411.62;413.24;412.66;21.48;15.52;22.86;11.98;20.45;15.60;22.12;6.06;-0.37;0.23;0.96;-1.00;1.00;0.99;4.85;3.67;5.42;13.86;1.42;-0.09;0.16;1.50;5.10;3.71;5.46;14.16;3.68;4.34;3.63;81.40;75.60;57.69
24/12/2023 09:58:00;237.27;239.34;237.89;238.16;411.62;413.24;412.66;21.48;15.52;22.86;11.98;20.45;15.60;22.94;6.00;-0.37;0.61;0.96;-1.00;1.00;0.99;4.81;3.67;5.36;13.86;1.45;-0.10;0.14;1.47;5.09;3.72;5.44;14.13;3.68;4.37;3.69;77.93;76.29;57.93
24/12/2023 09:58:10;237.27;239.34;237.88;238.24;411.85;413.26;412.65;19.84;15.56;22.87;10.49;19.40;15.55;21.76;4.43;-0.42;0.22;0.97;-1.00;1.00;0.99;4.81;3.67;5.36;13.86;1.45;-0.10;0.14;1.47;5.09;3.72;5.44;14.13;3.68;4.37;3.69;77.93;76.29;57.93
24/12/2023 09:58:20;237.27;239.34;237.88;238.24;411.85;413.26;412.65;19.84;15.56;22.87;10.49;19.40;15.55;21.76;4.43;-0.42;0.22;0.97;-1.00;1.00;1.00;4.53;3.67;5.17;13.37;1.06;-0.10;0.13;1.10;4.75;3.73;5.46;13.85;3.67;4.42;3.70;85.40;75.76;57.60
24/12/2023 09:58:30;237.47;239.10;238.05;238.21;411.57;413.09;412.53;19.82;15.54;22.61;10.19;19.35;15.59;22.70;4.43;-0.36;0.77;0.97;-1.00;1.00;1.00;4.51;3.67;5.17;13.37;1.06;-0.10;0.13;1.10;4.75;3.73;5.46;13.85;3.67;4.42;3.70;85.40;75.76;57.60
24/12/2023 09:58:40;237.47;239.10;238.05;238.21;411.57;413.09;412.53;19.82;15.54;22.61;10.19;19.35;15.59;22.70;4.43;-0.36;0.77;0.97;-1.00;1.00;1.00;4.51;3.67;5.36;13.54;1.05;-0.08;0.15;1.12;4.71;3.71;5.47;13.83;3.81;4.36;3.63;87.53;75.73;57.18
24/12/2023 09:58:50;237.42;239.15;237.82;238.15;411.72;412.99;412.33;19.87;15.63;22.83;10.65;19.45;15.46;22.79;4.47;-0.34;0.53;0.97;-1.00;1.00;1.00;4.51;3.65;5.17;13.34;1.03;-0.08;0.04;1.12;4.71;3.71;5.47;13.83;3.81;4.36;3.63;87.53;75.73;57.18
24/12/2023 09:59:00;237.42;239.15;237.82;238.15;411.72;412.99;412.33;19.87;15.63;22.83;10.65;19.45;15.46;22.79;4.47;-0.34;0.53;0.97;-1.00;1.00;1.00;4.51;3.65;5.17;13.34;1.03;-0.08;0.04;1.05;4.71;3.68;5.36;13.84;3.71;4.38;3.68;85.07;75.80;55.78
24/12/2023 09:59:10;237.19;239.00;237.86;238.04;411.48;413.06;412.35;19.86;15.58;22.99;10.66;19.34;15.58;22.97;4.49;-0.38;0.51;0.97;-1.00;1.00;1.00;4.50;3.67;5.39;13.61;1.08;-0.08;0.14;1.14;4.71;3.73;5.43;13.77;3.61;4.38;3.68;85.07;75.80;55.78
24/12/2023 09:59:20;237.19;239.00;237.86;238.04;411.48;413.06;412.35;19.86;15.58;22.99;10.66;19.34;15.58;22.97;4.49;-0.38;0.51;0.97;-1.00;1.00;1.00;4.50;3.67;5.39;13.61;1.08;-0.08;0.14;1.14;4.71;3.73;5.43;13.77;3.61;4.43;3.61;83.62;75.60;80.88
24/12/2023 09:59:30;237.22;238.86;237.45;237.82;411.18;412.56;412.13;19.84;15.52;22.94;10.50;19.37;15.63;22.96;4.50;-0.35;0.76;0.97;-1.00;1.00;1.00;4.54;3.67;5.42;13.62;1.06;-0.08;0.18;1.03;4.72;3.70;5.17;13.55;3.62;4.34;3.65;84.54;75.73;80.88
24/12/2023 09:59:40;237.42;239.10;237.82;237.82;411.18;412.56;412.13;19.84;15.52;22.94;10.50;19.37;15.63;22.96;4.50;-0.35;0.76;0.97;-1.00;1.00;1.00;4.54;3.67;5.42;13.62;1.06;-0.08;0.18;1.03;4.72;3.70;5.17;13.55;3.62;4.34;3.65;84.54;75.73;59.25
24/12/2023 09:59:50;237.42;239.10;237.82;238.10;411.59;413.07;412.55;19.83;15.57;21.96;9.86;19.30;15.53;22.02;4.48;-0.43;0.40;0.97;-1.00;1.00;1.00;4.53;3.66;5.38;13.57;1.07;-0.09;0.18;1.16;4.71;3.70;5.45;13.81;3.67;4.40;3.63;86.89;74.43;56.85
24/12/2023 10:00:00;237.16;238.60;237.60;237.74;410.70;412.46;412.10;19.85;15.57;21.96;9.86;19.30;15.53;22.02;4.48;-0.43;0.40;0.97;-1.00;1.00;1.00;4.53;3.66;5.38;13.57;1.07;-0.09;0.18;1.16;4.71;3.70;5.45;13.81;3.67;4.40;3.63;86.89;74.43;56.85
24/12/2023 10:00:10;237.16;238.60;237.60;237.74;410.70;412.46;412.10;19.85;15.56;22.99;10.66;19.44;15.54;22.87;4.45;-0.40;0.56;0.97;-1.00;1.00;1.00;4.53;3.67;5.38;13.58;1.06;-0.08;0.13;1.11;4.71;3.69;5.44;13.72;3.79;4.36;3.62;87.10;76.68;31.01
24/12/2023 10:00:20;237.06;238.71;237.34;237.70;410.94;412.44;411.78;19.33;15.57;23.09;9.90;18.89;15.53;22.60;4.45;-0.40;0.56;0.97;-1.00;1.00;1.00;4.53;3.67;5.38;13.58;1.06;-0.08;0.13;1.11;4.71;3.69;5.44;13.72;3.79;4.36;3.62;87.10;76.68;31.01
24/12/2023 10:00:30;237.06;238.71;237.34;237.70;410.94;412.44;411.78;19.33;15.57;23.09;9.90;18.89;15.53;22.60;3.59;-0.34;0.15;0.98;-1.00;1.00;1.00;4.42;3.67;5.16;13.38;0.88;-0.07;0.07;0.90;4.55;3.72;5.46;13.71;3.63;4.33;3.58;88.07;75.47;57.31
24/12/2023 10:00:40;236.99;238.46;237.59;237.68;410.87;412.36;411.84;19.17;15.57;22.97;9.80;18.92;15.60;22.92;3.65;-0.39;0.60;0.98;-1.00;1.00;1.00;4.42;3.67;5.16;13.38;0.88;-0.07;0.07;0.90;4.55;3.72;5.46;13.71;3.63;4.33;3.58;88.07;75.47;57.31
